id,userId,sport,alt_range,dur_min,n_points,gacd_rate,gacd_gradient_coef,gacd_speed_coef,gacd_r2,gacd_residual_std,gacd_resid_drift,vif_gradient,vif_time,vif_speed,hr_progression,hr_gradient_sensitivity,hr_speed_sensitivity,hr_time_sensitivity,n_descents,avg_recovery_speed,recovery_decay,recovery_trend,total_ascent,total_descent,avg_hr,max_hr,avg_speed,grad_mean,grad_std,pct_climb,pct_desc,pct_flat,asc_front,desc_front,max_alt,min_alt
404055430,9815069,bike,737.4,313.6,500,0.053707688558950015,3.332572159912683,1.460075263207047,0.2543088163017727,14.319262790587082,-2.574547661436017,2.801330885554636,1.0350082538912626,2.8345102028674387,16.320266152454764,3.332572159912683,1.460075263207047,0.053707688558950015,1,8.93129770992365,nan,nan,1070.4,1062.0,137.316,170.0,24.8329296,0.8358533286625411,3.034933990179485,16.63326653306613,7.8156312625250495,75.55110220440882,0.7120702541106129,0.15630885122410546,856.4,119.0
400180056,9815069,bike,300.4,335.8833333333333,500,0.026564783938086856,3.2977174505443925,2.0864327738448365,0.27324619338087675,10.954725264389886,-2.759056242037297,2.0036478782690663,1.005436747506742,1.9959836368430734,8.61027378741528,3.2977174505443925,2.0864327738448365,0.026564783938086856,1,2.4742268041237,nan,nan,863.8,852.8,137.346,173.0,24.067022400000003,0.5160118527742996,2.649403506657661,16.432865731462925,7.8156312625250495,75.75150300601202,0.5781430886779347,0.3820356472795497,447.8,147.4
392877767,9815069,bike,1126.3999999999999,608.0333333333333,500,-0.0015778713448475936,2.0672781648397636,0.2631446574114961,0.3158210744790826,10.463249102044294,-2.2819730727598984,2.3920051597183036,1.0195193405245044,2.416394180452701,2.8584757118330515,2.0672781648397636,0.2631446574114961,-0.0015778713448475936,3,6.8015012510426756,1.0129870129870409,-22.191802477607762,1975.9999999999995,1972.3999999999994,139.828,173.0,22.113943199999994,1.3587513265144988,3.740743429944477,34.46893787575151,9.218436873747494,56.312625250501,0.4607287449392714,0.0603325897383898,2291.6,1165.2
387176913,9815069,bike,313.6,299.5,500,0.06784036967184962,4.504692984993084,3.5108524403311536,0.3887091829079412,14.019631708415162,-1.3356922702921938,1.5881590465734696,1.0313438217381514,1.626171761618331,9.181040300814729,4.504692984993084,3.5108524403311536,0.06784036967184962,2,17.23611111111101,14.320987654320845,29.97222222222201,676.0000000000001,644.2,128.334,174.0,23.5340064,0.46216470911896446,2.5825047422777763,15.230460921843688,7.615230460921844,77.15430861723446,0.6976331360946745,0.3961502638932009,436.0,122.4
371972018,9815069,bike,296.6,294.5833333333333,500,0.03601258055336313,2.7994504088713885,0.20204953187731364,0.33662324708212066,13.892235126211142,-0.7659919731716882,2.019344336671045,1.0112235206684512,2.0167846037382735,9.527086001125639,2.7994504088713885,0.20204953187731364,0.03601258055336313,4,20.474714559923083,0.4401811196211511,-7.022259169771422,761.5999999999999,763.1999999999999,131.49,177.0,23.443912800000003,0.6068426588274537,3.6103119712794167,24.04809619238477,12.625250501002002,63.326653306613224,0.6286764705882353,0.35429769392033544,451.2,154.6
368241290,9815069,bike,228.00000000000003,270.25,500,0.0833609330662477,3.404532093589643,2.9229627523595303,0.3092157246817857,15.498687553092008,-2.7068208586421383,1.8830920405790954,1.0256352873703767,1.9153259813728516,23.521199940544662,3.404532093589643,2.9229627523595303,0.0833609330662477,3,23.143651529193715,0.6857549857549802,-17.714380493325482,627.6000000000004,617.2000000000003,139.028,188.0,23.405832000000004,0.5902992147599079,3.1691904020501194,20.240480961923847,9.619238476953909,70.14028056112225,0.5162523900573611,0.37459494491250805,390.6,162.6
364575967,9815069,bike,288.6,248.21666666666667,500,0.0474300944537468,2.93425332150844,1.0641248409722313,0.3125320702696658,12.819869709576096,2.7253576022718367,1.9572573097367372,1.0122637350637669,1.9403331922590923,8.289711965873408,2.93425332150844,1.0641248409722313,0.0474300944537468,3,20.11827485357926,1.7747367590126717,97.65937678926224,627.6,638.8,138.628,181.0,24.2304048,0.3341363899699805,3.3819064243476498,18.637274549098194,12.424849699398797,68.93787575150301,0.6115360101975781,0.5676268002504697,442.6,154.0
346924693,9815069,bike,352.6,315.05,500,0.15382368595634419,1.9824276208370273,-0.39461171570802356,0.7024993597647238,9.877344213703703,0.6427842807963942,3.1410780729675274,1.0660898895430366,3.195809542301637,37.96789052111133,1.9824276208370273,-0.39461171570802356,0.15382368595634419,1,19.499999999999446,nan,nan,689.4000000000001,693.0,133.766,176.0,25.391325600000002,0.5950796311267696,3.2397041836628215,17.835671342685373,7.615230460921844,74.54909819639278,0.45256744995648385,0.3535353535353535,489.8,137.2
344680835,9815069,bike,293.4,191.43333333333334,500,-0.015450694429185792,2.5543232163430702,1.3674229769618493,0.24942235369670507,13.280391680461475,-3.934479685751266,2.164039189765675,1.0211563317393504,2.1342594275632507,-0.3567324292514513,2.5543232163430702,1.3674229769618493,-0.015450694429185792,3,16.42334891525825,0.5392900485436924,-23.467716637289932,624.4,621.2,134.966,174.0,24.6520872,0.5487089771082989,3.8215329597248946,25.450901803607213,16.432865731462925,58.116232464929865,0.7418321588725175,0.29781068898905344,435.0,141.6
326681183,9815069,bike,209.6,245.71666666666667,500,0.11966099315860884,1.3378125392845364,0.467518244167405,0.49340439965709815,8.940898679313662,-0.8039513973023247,2.5566808452326906,1.007151119689825,2.568060809538196,22.082047598689087,1.3378125392845364,0.467518244167405,0.11966099315860884,1,23.443708609271663,nan,nan,512.3999999999999,519.5999999999999,138.118,171.0,27.404769599999998,0.3852196195329529,3.0093055109329603,12.024048096192384,8.617234468937877,79.35871743486975,0.5210772833723653,0.23325635103926087,342.2,132.6
326677785,9815069,bike,343.8,253.48333333333332,500,0.09293563040593474,1.8864341479126254,0.9765339064414709,0.47448107882274426,8.651249437993844,0.06337561601002975,3.264804412058181,1.066174964336505,3.3420514518081825,17.69761126590916,1.8864341479126254,0.9765339064414709,0.09293563040593474,1,27.073170731707165,nan,nan,698.4,708.4,141.246,173.0,25.3105992,0.7038595069956476,3.3261171693216536,19.238476953907817,7.8156312625250495,72.94589178356713,0.5919243986254296,0.29616036137775265,487.8,144.0
326677483,9815069,bike,220.6,171.58333333333334,500,0.11581158101349029,1.2662031280671786,1.0242560155244698,0.20452539589737984,13.489866721597492,-4.762541907762174,2.359027689842022,1.0628902016476975,2.444448239384227,21.325777145041798,1.2662031280671786,1.0242560155244698,0.11581158101349029,2,20.37735849056614,1.322580645161301,5.660377358490756,537.6,547.8,146.71,193.0,25.3638072,0.7604524954422365,3.9531056979848946,23.847695390781563,12.024048096192384,64.12825651302605,0.43898809523809507,0.3972252646951442,324.0,103.4
326676975,9815069,bike,254.60000000000002,260.78333333333336,500,0.2157156399827793,2.5162303092201843,0.6031541042866516,0.6531996864828897,12.299840903367366,-4.4771790999975245,2.559535862605078,1.2394812993505469,2.8592036283420104,41.28784799520247,2.5162303092201843,0.6031541042866516,0.2157156399827793,4,31.40243819266789,0.9650018457704417,18.955368298601357,803.8,822.8000000000001,138.618,186.0,23.5991664,0.7741394682398695,3.9377724402616536,25.651302605210418,12.424849699398797,61.923847695390776,0.5653147549141577,0.3106465726786582,408.8,154.2
326675423,9815069,bike,385.4,141.93333333333334,500,0.11012284210912796,3.2514476108749326,2.7372125335697985,0.3698675904453006,11.288962891132918,-2.1199524379300945,2.705633148456988,1.0970190399887039,2.6590995924702274,23.46266855152342,3.2514476108749326,2.7372125335697985,0.11012284210912796,2,37.76363636363647,0.7676595744680811,-9.92727272727295,575.2,577.4000000000001,145.916,182.0,25.1037072,0.7662649953574627,4.011842854009479,26.65330661322645,15.030060120240481,58.31663326653307,0.6547287899860917,0.627641149982681,769.4,384.0
643695442,7898832,bike,392.8,259.3833333333333,500,0.03950553372956299,0.9190820571068666,-0.30395556909842064,0.1687710113428479,10.42180498314469,-1.3825327728353276,2.3645437082165284,1.0736312273226174,2.4420148641360417,11.957807923473553,0.9190820571068666,-0.30395556909842064,0.03950553372956299,1,17.345971563980978,nan,nan,888.6000000000001,890.8000000000001,139.956,165.0,26.4330072,0.7315740987691812,2.88615495511897,15.430861723446892,7.214428857715431,77.35470941883767,0.509115462525321,0.7689717108217337,523.6,130.8
451641554,7898832,bike,725.0,292.43333333333334,500,0.008128047282715177,0.8837306417712362,0.28592450967234667,0.11332755676827166,11.562793604986037,-2.5133337414993804,2.0096707122766997,1.584234966085499,2.5942579174373672,-0.5048751189412002,0.8837306417712362,0.28592450967234667,0.008128047282715177,3,12.960352801055798,0.5028844429388765,-74.33989525138541,1328.0,1300.0000000000002,134.032,162.0,24.2990784,0.5869763906992899,5.7157647816894634,37.4749498997996,22.44488977955912,40.08016032064128,0.6804216867469881,0.17123076923076938,751.8,26.8
540630004,8467445,bike,1047.4,405.3833333333333,500,0.005917750999731294,2.711575279249802,-0.7955144648151189,0.8136554403990253,9.222852019220673,2.240223054956483,2.9605853725549895,1.0317819397287598,2.90657893252145,-1.2049499868684421,2.711575279249802,-0.7955144648151189,0.005917750999731294,6,9.184280353754756,1.0035212090641408,-13.026121407502774,2297.8,2270.2000000000003,120.442,148.0,16.9513344,3.337072847975743,6.412121430117489,58.517034068136276,17.034068136272545,24.448897795591183,0.48098180868656965,0.6247026693683374,1671.4,624.0
539934517,8467445,bike,1326.8,419.78333333333336,500,0.0061977246662900266,3.5150709257185135,0.17952956692867847,0.7585160766122115,9.132429778114046,0.372826863622565,4.519184827806064,1.0060453532118494,4.508270945411853,0.5923993905916376,3.5150709257185135,0.17952956692867847,0.0061977246662900266,7,6.9030276413976255,0.7964749859448752,-3.2380878870249927,2530.0,2526.8,122.126,148.0,20.868595200000005,2.2747159537230535,4.730306844215822,55.71142284569138,18.837675350701403,25.450901803607213,0.5018181818181818,0.4061263257875573,1832.8,506.0
539256209,8467445,bike,1175.6,370.8333333333333,500,0.028798149044729906,3.0007590306476293,-1.710807306161147,0.8332165082563067,9.826197437935779,1.5921162198125565,2.9714999573621275,1.1374896529705885,3.1109913225089447,3.2747716899204278,3.0007590306476293,-1.710807306161147,0.028798149044729906,3,3.1886019966914696,4.8157351708001155,8.308614323982868,2221.3999999999996,2214.0,124.322,152.0,17.7265224,2.8047714528865426,6.210675329149253,59.519038076152306,20.04008016032064,20.440881763527056,0.588097596110561,0.3815718157181572,1809.8,634.2
537871671,8467445,bike,696.8,332.8,500,0.03306827340043886,2.175820661940455,-2.8160722446930744,0.7489592231290985,12.010393988083514,-3.2430030467150748,2.8628698909133434,1.0628166355938542,2.9511301653905826,18.14241385817877,2.175820661940455,-2.8160722446930744,0.03306827340043886,5,6.678054201798704,1.5068767346938803,8.626074663187557,1535.7999999999997,1518.6,135.532,165.0,19.866441599999998,2.448765500048525,6.0089648751953515,49.899799599198396,18.43687374749499,31.663326653306612,0.5166037244432867,0.38061372316607384,1283.0,586.2
526768238,8467445,bike,231.6,329.48333333333335,500,0.01671372097074835,1.812153380950741,-2.1153315783142608,0.5452897870913905,11.758777272005135,-0.29254365248991243,2.6222744277729118,1.0005794134079655,2.6214654746289554,5.204642123877676,1.812153380950741,-2.1153315783142608,0.01671372097074835,3,18.32628417590752,1.6889728321222643,18.113528107226152,1822.2,1821.0000000000002,125.032,159.0,23.9651424,1.135577209797946,4.398978238904216,36.67334669338677,18.43687374749499,44.88977955911824,0.4838107781802218,0.46205381658429434,287.2,55.6
526226170,8467445,bike,260.40000000000003,521.9333333333333,500,0.000443267540150195,3.1874083863276597,0.32460116533519434,0.4304755052810101,13.875485255379603,-0.29547603304393655,1.5172944894889122,1.0019951921531258,1.5154652210021682,0.26088349470386163,3.1874083863276597,0.32460116533519434,0.000443267540150195,1,13.783783783783932,nan,nan,1366.8000000000002,1346.0,112.906,153.0,21.968431199999998,0.56577438856717,3.8992145164884313,19.639278557114228,10.02004008016032,70.34068136272545,0.5785776997366111,0.5947994056463596,279.6,19.2
524908568,8467445,bike,202.6,126.63333333333334,500,0.14240726764627257,0.7468181515810114,-4.539288507645109,0.5308403353941242,13.612297857678485,-1.2722314974653322,2.4496937881828185,1.0006822447741983,2.450657297444378,8.200856752372829,0.7468181515810114,-4.539288507645109,0.14240726764627257,6,20.235386473429955,1.5366994700984096,-4.626733533035995,973.4,959.9999999999999,126.728,154.0,24.333465600000004,1.0906756069738142,4.58607734607974,41.08216432865731,19.839679358717436,39.078156312625254,0.5126361208136428,0.4347916666666666,360.0,157.4
495475979,8467445,bike,205.8,248.8,500,0.03507464892894738,2.797930324015081,-0.10308726058515827,0.33269886157510387,14.71452876189529,-4.653978444412237,1.2914750795099714,1.2041504420767386,1.4940494673592517,7.748718477010755,2.797930324015081,-0.10308726058515827,0.03507464892894738,3,9.545906001129852,3.488825007614965,14.353760005580106,568.0000000000001,555.2000000000002,107.254,150.0,20.6460072,0.5130917732815222,3.753000031593084,21.24248496993988,11.022044088176353,67.73547094188376,0.6616197183098588,0.42146974063400555,344.8,139.0
495475928,8467445,bike,239.2,92.76666666666667,500,0.09535871742083683,1.501960132844266,-5.428117831671567,0.69062484187841,12.145748828130538,-4.202814665664611,2.6727155058299026,1.1507637054063196,2.8452844873476892,-2.3565890559838465,1.501960132844266,-5.428117831671567,0.09535871742083683,2,3.4228087150912945,2.9715447154471977,3.3982850088419574,501.99999999999994,493.99999999999994,111.278,156.0,19.77372,1.5411705292686089,4.834070920396867,40.480961923847694,17.635270541082164,41.883767535070135,0.6733067729083666,0.4502024291497977,372.2,133.0
495473644,8467445,bike,217.79999999999998,153.05,500,-0.12364390386052963,2.7683513803695985,-3.9163718314457108,0.4859953161371533,16.107251821726422,-4.967350231343259,1.5831066229874695,1.036360632006537,1.5583081595037287,-1.6338828709611732,2.7683513803695985,-3.9163718314457108,-0.12364390386052963,0,nan,nan,nan,550.0,551.2,102.742,158.0,19.9191096,0.44322908981642656,3.536694508574114,26.252505010020037,15.230460921843688,58.517034068136276,0.6341818181818181,0.3349056603773584,331.4,113.6
358850394,8467445,bike,710.2,179.86666666666667,500,-0.034818114621247495,2.8031270323273128,-1.184815537255079,0.7514860173290219,11.269264572982747,-2.1972916055648564,2.118244565085541,1.0053685606851945,2.122432435317253,-0.2032490389795072,2.8031270323273128,-1.184815537255079,-0.034818114621247495,5,17.181710961907662,2.860589428923323,23.422287710209268,1045.3999999999996,1052.7999999999995,118.918,148.0,17.134344,2.3615537125157005,6.0622414913366,54.70941883767535,21.8436873747495,23.446893787575153,0.5892481346852879,0.28191489361702116,1861.2,1151.0
357265586,8467445,bike,602.0000000000001,349.6666666666667,500,0.043977352460026826,2.51374138423907,0.08711053489508475,0.5939406837011122,11.74652006026075,-1.5279355000288668,2.2462078983045015,1.1330677216124891,2.0601855883294538,14.705115565428883,2.51374138423907,0.08711053489508475,0.043977352460026826,4,6.3908818650579375,0.866535207469579,-1.145961160940556,1381.6,1347.6,135.53,160.0,24.498446400000002,1.4393485382032605,4.761476319690752,35.671342685370746,14.629258517034069,49.69939879759519,0.39577301679212507,0.8268032056990204,1441.4,839.4
242968417,8467445,bike,242.79999999999998,101.71666666666667,500,0.3446849634795791,0.21326336537215684,6.679796426462343,0.6310471403506479,10.846976266671106,-0.6392949155025299,1.0045847100051402,1.0821319416266577,1.0808481086579809,37.15852597681565,0.21326336537215684,6.679796426462343,0.3446849634795791,0,nan,nan,nan,129.79999999999998,369.19999999999993,128.942,160.0,30.9784608,-0.10251840669835788,2.3853953014126508,0.2004008016032064,0.4008016032064128,99.39879759519037,0.5315870570107858,0.83261105092091,239.2,-3.6
229050110,8467445,bike,227.20000000000002,284.76666666666665,500,-0.018594253321840087,0.5196274907383085,4.747328440322523,0.18974950175619543,11.561971994369804,-3.5406974441905463,1.014669962741903,1.1341123252099181,1.1426179310593578,5.071382460857521,0.5196274907383085,4.747328440322523,-0.018594253321840087,0,nan,nan,nan,252.99999999999997,466.9999999999999,127.326,157.0,30.657765599999998,-0.10109824196378606,2.328432396251344,0.0,0.4008016032064128,99.59919839679358,0.42134387351778657,0.7044967880085654,222.4,-4.8
500361048,732008,run,536.0,462.48333333333335,500,-0.035797041255301934,0.2939533582832395,2.0879321566959717,0.4514821711838931,7.464828530555853,1.3579301968596376,1.112529384681332,1.096767095944921,1.1934731623964585,-14.831069922774248,0.2939533582832395,2.0879321566959717,-0.035797041255301934,7,2.703346885743482,0.7794906773466189,-0.6239288425004246,1928.2000000000003,1693.8000000000002,131.168,159.0,5.1238512,1.9426091760036535,15.105851631137087,51.10220440881763,31.062124248496993,17.835671342685373,0.5733845036821905,0.4262604793954421,756.2,220.2
648927182,13693003,bike,251.79999999999998,152.65,500,-0.007631487443120246,0.5346698662996885,1.601809902846499,0.037369687897850334,15.84115189654695,0.9170904042992698,1.0731775876289456,1.076720939987425,1.1522998410944107,1.8031308490519677,0.5346698662996885,1.601809902846499,-0.007631487443120246,1,10.693069306930669,nan,nan,560.4,541.0,124.486,165.0,27.079538399999997,0.15257898395432015,4.275581792496844,7.8156312625250495,4.408817635270541,87.7755511022044,0.7287651677373305,0.7242144177449169,94.6,-157.2
546561077,13693003,bike,303.8,172.95,500,0.03455485038971001,1.0442249392802656,4.530587503656379,0.2666941895767807,17.902148164354827,3.1760476229554424,1.0235545498765757,1.1707998176187133,1.1501651840919338,8.354505841576938,1.0442249392802656,4.530587503656379,0.03455485038971001,0,nan,nan,nan,626.4,392.6,127.822,173.0,28.851580800000004,0.09040590555230688,2.7786239843887097,4.609218436873747,2.004008016032064,93.3867735470942,0.7132822477650065,0.510952623535405,89.0,-214.8
400519267,10057948,bike,211.6,151.6,500,-0.06711329241281902,2.5951032517392507,-0.22048166748650605,0.4826927339928948,11.153950457042304,-2.221508762222471,1.8012620252863616,1.2620606813667368,2.1150357423329997,-5.757779034277306,2.5951032517392507,-0.22048166748650605,-0.06711329241281902,1,5.427135678391966,nan,nan,356.79999999999995,347.0,111.914,149.0,22.6165608,0.541276566001999,3.585355041035525,22.24448897795591,13.827655310621243,63.92785571142284,0.7404708520179372,0.18155619596541786,305.0,93.4
